productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
13,2010-02-01,California,Major Market,Tea,Regular,189,75,56,24,549,40,120
12,2010-02-01,California,Major Market,Tea,Regular,189,77,32,21,449,50,120
5,2010-02-01,Connecticut,Small Market,Espresso,Regular,155,65,87,58,513,60,150
10,2010-02-01,Connecticut,Small Market,Herbal Tea,Decaf,165,75,44,23,956,50,120
5,2010-02-01,Texas,Major Market,Espresso,Regular,243,99,38,27,766,80,200
1,2010-02-01,California,Major Market,Coffee,Regular,132,104,55,33,685,130,160
5,2010-02-01,California,Major Market,Espresso,Regular,290,121,143,110,712,110,270
2,2010-02-01,New York,Major Market,Coffee,Regular,645,258,142,90,2067,240,610
2,2010-02-01,Oklahoma,Small Market,Coffee,Regular,100,44,27,14,618,50,120
5,2010-02-01,Oklahoma,Small Market,Espresso,Regular,56,22,17,6,452,10,40
8,2010-02-01,Oklahoma,Small Market,Herbal Tea,Decaf,118,53,54,20,306,50,110
2,2010-02-01,Wisconsin,Small Market,Coffee,Regular,220,92,113,83,541,90,230
11,2010-02-01,Wisconsin,Small Market,Tea,Regular,137,56,40,17,382,40,120
1,2010-02-01,Ohio,Major Market,Coffee,Regular,140,60,47,19,329,60,140
8,2010-02-01,California,Major Market,Herbal Tea,Decaf,232,95,37,26,809,80,200
6,2010-02-01,California,Major Market,Espresso,Decaf,545,234,109,77,1282,220,520
6,2010-02-01,Texas,Major Market,Espresso,Decaf,189,77,32,21,449,60,160
2,2010-02-01,Connecticut,Small Market,Coffee,Regular,325,130,74,42,945,120,300
13,2010-02-01,Colorado,Major Market,Tea,Regular,100,44,26,14,618,30,80
5,2010-02-01,Colorado,Major Market,Espresso,Regular,189,77,32,21,449,80,220
8,2010-02-01,Colorado,Major Market,Herbal Tea,Decaf,340,170,71,47,1073,140,290
9,2010-02-01,Colorado,Major Market,Herbal Tea,Decaf,129,54,78,49,427,40,110
1,2010-02-01,Oregon,Small Market,Coffee,Regular,129,54,79,49,427,60,160
3,2010-02-01,Oregon,Small Market,Coffee,Decaf,128,52,38,16,357,60,160
6,2010-02-01,Oregon,Small Market,Espresso,Decaf,340,170,71,47,1073,160,320
8,2010-02-01,Oregon,Small Market,Herbal Tea,Decaf,81,33,20,9,772,20,70
12,2010-02-01,Oregon,Small Market,Tea,Regular,200,80,58,26,640,50,130
2,2010-02-01,Texas,Major Market,Coffee,Regular,465,213,88,66,942,260,580
13,2010-02-01,Massachusetts,Major Market,Tea,Regular,56,22,17,6,452,20,60
11,2010-02-01,Massachusetts,Major Market,Tea,Regular,80,32,20,8,817,30,80
6,2010-02-01,Louisiana,Small Market,Espresso,Decaf,137,56,40,17,382,40,110
9,2010-03-01,Connecticut,Small Market,Herbal Tea,Decaf,189,85,65,32,476,60,140
10,2010-03-01,Connecticut,Small Market,Herbal Tea,Decaf,163,74,43,22,949,50,120
2,2010-03-01,Washington,Small Market,Coffee,Regular,150,61,41,19,325,70,180
3,2010-03-01,Washington,Small Market,Coffee,Decaf,227,95,116,86,532,110,280
13,2010-03-01,Washington,Small Market,Tea,Regular,150,63,87,57,506,40,100
8,2010-03-01,Washington,Small Market,Herbal Tea,Decaf,309,123,71,40,932,100,270
11,2010-03-01,Washington,Small Market,Tea,Regular,167,62,43,19,346,40,110
9,2010-03-01,California,Major Market,Herbal Tea,Decaf,467,214,88,66,923,180,410
3,2010-03-01,Texas,Major Market,Coffee,Decaf,193,84,39,27,603,100,240
8,2010-03-01,Texas,Major Market,Herbal Tea,Decaf,134,57,46,18,323,50,130
2,2010-03-01,Illinois,Major Market,Coffee,Regular,367,154,94,50,829,160,380
8,2010-03-01,Illinois,Major Market,Herbal Tea,Decaf,213,87,35,24,756,70,180
2,2010-03-01,Louisiana,Small Market,Coffee,Regular,82,33,20,9,768,40,100
6,2010-03-01,Ohio,Major Market,Espresso,Decaf,129,58,56,22,325,60,150
8,2010-03-01,Ohio,Major Market,Herbal Tea,Decaf,53,21,17,5,449,10,40
5,2010-03-01,Washington,Small Market,Espresso,Regular,120,54,54,20,301,50,110
12,2010-03-01,Washington,Small Market,Tea,Regular,129,52,39,16,376,30,80
4,2010-03-01,Washington,Small Market,Espresso,Regular,112,49,28,16,611,40,100
1,2010-03-01,Wisconsin,Small Market,Coffee,Regular,120,54,53,20,301,50,120
2,2010-03-01,Wisconsin,Small Market,Coffee,Regular,227,95,115,86,532,100,230
8,2010-03-01,Wisconsin,Small Market,Herbal Tea,Decaf,167,62,42,19,346,50,140
9,2010-03-01,Texas,Major Market,Herbal Tea,Decaf,121,49,37,15,351,40,110
12,2010-03-01,Colorado,Major Market,Tea,Regular,135,62,41,19,952,50,110
5,2010-03-01,Illinois,Major Market,Espresso,Regular,567,243,113,80,1260,280,660
12,2010-03-01,New York,Major Market,Tea,Regular,213,87,35,24,756,90,230
3,2010-03-01,Louisiana,Small Market,Coffee,Decaf,121,49,25,13,767,60,150
5,2010-03-01,Louisiana,Small Market,Espresso,Regular,167,62,42,19,346,50,140
9,2010-03-01,Louisiana,Small Market,Herbal Tea,Decaf,189,85,65,32,476,80,180
4,2010-03-01,Louisiana,Small Market,Espresso,Regular,150,63,86,57,187,50,120
9,2010-03-01,Iowa,Small Market,Herbal Tea,Decaf,267,109,56,34,585,90,230
3,2010-03-01,Florida,Major Market,Coffee,Decaf,214,89,51,27,481,80,200
5,2010-03-01,California,Major Market,Espresso,Regular,298,125,146,113,700,120,280
4,2010-03-01,Texas,Major Market,Espresso,Regular,180,72,54,23,189,60,150
8,2010-03-01,Louisiana,Small Market,Herbal Tea,Decaf,110,48,28,15,611,40,100
9,2010-03-01,Washington,Small Market,Herbal Tea,Decaf,82,33,20,9,768,20,70
3,2010-03-01,Oklahoma,Small Market,Coffee,Decaf,79,32,20,8,813,40,90
9,2010-03-01,Oklahoma,Small Market,Herbal Tea,Decaf,227,95,115,86,532,90,220
4,2010-03-01,Oklahoma,Small Market,Espresso,Regular,214,89,51,27,94,70,180
3,2010-03-01,Wisconsin,Small Market,Coffee,Decaf,188,80,53,26,415,80,190
11,2010-03-01,Wisconsin,Small Market,Tea,Regular,129,52,39,16,376,40,110
13,2010-03-01,California,Major Market,Tea,Regular,180,72,54,23,541,40,120
11,2010-03-01,California,Major Market,Tea,Regular,213,87,35,24,756,50,140
11,2010-03-01,Missouri,Small Market,Tea,Regular,85,36,38,11,187,30,70
12,2010-03-01,Missouri,Small Market,Tea,Regular,75,33,45,12,162,20,60
6,2010-03-01,Washington,Small Market,Espresso,Decaf,155,71,44,22,950,60,140
1,2010-03-01,Utah,Small Market,Coffee,Regular,163,74,44,22,949,90,200
3,2010-03-01,Utah,Small Market,Coffee,Decaf,189,85,66,32,476,100,230
13,2010-03-01,Utah,Small Market,Tea,Regular,75,33,46,12,162,20,50
6,2010-03-01,Utah,Small Market,Espresso,Decaf,121,49,25,13,809,40,110
8,2010-03-01,Utah,Small Market,Herbal Tea,Decaf,107,43,36,13,231,30,90
9,2010-03-01,Utah,Small Market,Herbal Tea,Decaf,119,47,46,15,361,40,100
12,2010-03-01,Utah,Small Market,Tea,Regular,85,36,39,11,187,20,50
4,2010-03-01,Utah,Small Market,Espresso,Regular,118,48,25,13,766,40,110
2,2010-03-01,Connecticut,Small Market,Coffee,Regular,309,123,72,40,932,110,290
1,2010-03-01,Oregon,Small Market,Coffee,Regular,125,52,76,47,421,60,150
2,2010-03-01,Oregon,Small Market,Coffee,Regular,149,62,63,20,385,70,180
3,2010-03-01,Oregon,Small Market,Coffee,Decaf,121,49,38,15,351,60,150
12,2010-03-01,Oregon,Small Market,Tea,Regular,210,84,58,27,632,50,140
6,2010-03-01,Louisiana,Small Market,Espresso,Decaf,129,52,39,16,376,40,110
2,2010-03-01,New Mexico,Small Market,Coffee,Regular,119,47,46,15,361,50,140
3,2010-03-01,New Mexico,Small Market,Coffee,Decaf,106,88,51,27,715,110,130
5,2010-03-01,New Mexico,Small Market,Espresso,Regular,107,44,70,40,251,30,90
6,2010-03-01,New Mexico,Small Market,Espresso,Decaf,85,36,38,11,187,30,70
8,2010-03-01,New Mexico,Small Market,Herbal Tea,Decaf,45,18,17,5,816,10,40
9,2010-03-01,New Mexico,Small Market,Herbal Tea,Decaf,63,28,30,8,958,20,60
4,2010-03-01,New Mexico,Small Market,Espresso,Regular,75,33,45,12,36,20,60
5,2010-03-01,Massachusetts,Major Market,Espresso,Regular,125,52,77,47,446,40,120
9,2010-03-01,Massachusetts,Major Market,Herbal Tea,Decaf,129,58,55,22,325,40,100
7,2010-03-01,Massachusetts,Major Market,Espresso,Regular,325,162,69,45,1059,150,310
3,2010-03-01,Ohio,Major Market,Coffee,Decaf,125,52,77,47,421,50,130
5,2010-03-01,Ohio,Major Market,Espresso,Regular,325,162,69,45,1059,180,380
11,2010-03-01,Ohio,Major Market,Tea,Regular,210,84,58,27,632,70,180
12,2010-03-01,Ohio,Major Market,Tea,Regular,214,89,51,27,481,70,180
11,2010-03-01,Iowa,Small Market,Tea,Regular,478,239,91,66,1417,200,420
12,2010-03-01,Iowa,Small Market,Tea,Regular,546,245,126,93,1369,210,480
9,2010-03-01,New York,Major Market,Herbal Tea,Decaf,513,245,127,93,1471,180,400
13,2010-03-01,New York,Major Market,Tea,Regular,198,81,34,22,441,80,210
13,2010-03-01,Oregon,Small Market,Tea,Regular,214,89,51,27,481,50,140
8,2010-03-01,Oregon,Small Market,Herbal Tea,Decaf,92,37,22,10,768,30,80
4,2010-03-01,Oregon,Small Market,Espresso,Regular,129,58,56,22,325,50,120
2,2010-03-01,Florida,Major Market,Coffee,Regular,210,84,59,27,632,80,190
8,2010-03-01,California,Major Market,Herbal Tea,Decaf,234,95,38,26,799,80,200
10,2010-03-01,California,Major Market,Herbal Tea,Decaf,193,84,40,27,603,70,160
3,2010-03-01,Iowa,Small Market,Coffee,Decaf,54,23,19,7,617,20,50
6,2010-03-01,Iowa,Small Market,Espresso,Decaf,43,0,11,0,731,0,50
2,2010-03-01,Missouri,Small Market,Coffee,Regular,189,85,65,32,476,90,190
3,2010-03-01,Missouri,Small Market,Coffee,Decaf,163,74,44,22,949,70,170
13,2010-03-01,Missouri,Small Market,Tea,Regular,75,33,46,12,190,20,60
5,2010-03-01,Missouri,Small Market,Espresso,Regular,121,49,25,13,809,50,140
6,2010-03-01,Oklahoma,Small Market,Espresso,Decaf,210,84,58,27,632,70,180
8,2010-03-01,Oklahoma,Small Market,Herbal Tea,Decaf,120,54,53,20,301,50,110
1,2010-03-01,New Hampshire,Small Market,Coffee,Regular,107,43,35,13,231,40,100
2,2010-03-01,New Hampshire,Small Market,Coffee,Regular,119,47,46,15,361,40,110
13,2010-03-01,New Hampshire,Small Market,Tea,Regular,43,0,11,0,731,0,40
5,2010-03-01,New Hampshire,Small Market,Espresso,Regular,107,44,70,40,251,40,100
9,2010-03-01,New Hampshire,Small Market,Herbal Tea,Decaf,75,33,45,12,190,20,50
11,2010-03-01,New Hampshire,Small Market,Tea,Regular,45,18,16,5,816,10,40
7,2010-03-01,New Hampshire,Small Market,Espresso,Regular,75,33,46,12,162,30,70
5,2010-03-01,New York,Major Market,Espresso,Regular,63,125,146,113,1118,120,60
3,2010-03-01,Illinois,Major Market,Coffee,Decaf,267,109,56,34,585,110,280
9,2010-03-01,Illinois,Major Market,Herbal Tea,Decaf,193,84,39,27,603,70,160
9,2010-03-01,Missouri,Small Market,Herbal Tea,Decaf,106,88,50,27,715,70,90
2,2010-03-01,Iowa,Small Market,Coffee,Regular,63,28,29,8,958,20,60
8,2010-03-01,Iowa,Small Market,Herbal Tea,Decaf,567,243,112,80,1260,200,490
3,2010-03-01,California,Major Market,Coffee,Decaf,127,154,94,50,1288,190,150
6,2010-03-01,Missouri,Small Market,Espresso,Decaf,118,48,25,13,766,50,130
2,2010-03-01,Nevada,Small Market,Coffee,Regular,75,33,46,12,190,40,90
3,2010-03-01,Nevada,Small Market,Coffee,Decaf,63,28,29,8,958,30,70
9,2010-03-01,Nevada,Small Market,Herbal Tea,Decaf,367,154,94,50,829,130,320
10,2010-03-01,Nevada,Small Market,Herbal Tea,Decaf,267,109,56,34,585,90,230
11,2010-03-01,Nevada,Small Market,Tea,Regular,567,243,112,80,1260,160,380
12,2010-03-01,Nevada,Small Market,Tea,Regular,478,239,91,66,1417,150,320
2,2010-03-01,California,Major Market,Coffee,Regular,675,270,146,94,2041,340,840
1,2010-03-01,Iowa,Small Market,Coffee,Regular,45,18,17,5,816,10,40
5,2010-03-01,Iowa,Small Market,Espresso,Regular,41,16,16,4,772,10,40
5,2010-03-01,Wisconsin,Small Market,Espresso,Regular,155,71,43,22,950,80,180
6,2010-03-01,Wisconsin,Small Market,Espresso,Decaf,112,49,29,16,611,50,130
9,2010-03-01,Wisconsin,Small Market,Herbal Tea,Decaf,121,49,25,13,767,40,100
11,2010-03-01,New York,Major Market,Tea,Regular,234,95,37,26,799,100,250
2,2010-03-01,New York,Major Market,Coffee,Regular,675,270,146,94,2041,250,640
7,2010-03-01,New York,Major Market,Espresso,Regular,523,239,90,66,1260,220,510
5,2010-03-01,Colorado,Major Market,Espresso,Regular,198,81,33,22,441,90,230
8,2010-03-01,Colorado,Major Market,Herbal Tea,Decaf,325,162,69,45,1059,130,280
1,2010-03-01,Colorado,Major Market,Coffee,Regular,213,87,36,24,756,90,220
3,2010-03-01,Colorado,Major Market,Coffee,Decaf,234,95,38,26,799,100,240
13,2010-03-01,Colorado,Major Market,Tea,Regular,98,43,26,14,613,30,80
10,2010-03-01,Colorado,Major Market,Herbal Tea,Decaf,134,57,46,18,323,40,110
2,2010-03-01,Ohio,Major Market,Coffee,Regular,121,49,37,15,351,50,120
9,2010-03-01,Ohio,Major Market,Herbal Tea,Decaf,79,32,19,8,813,20,60
4,2010-03-01,California,Major Market,Espresso,Regular,478,239,90,66,1417,220,450
9,2010-03-01,Florida,Major Market,Herbal Tea,Decaf,120,54,54,20,301,40,90
6,2010-03-01,Illinois,Major Market,Espresso,Decaf,478,239,91,66,1417,270,560
10,2010-03-01,Illinois,Major Market,Herbal Tea,Decaf,234,95,37,26,799,80,200
12,2010-03-01,Illinois,Major Market,Tea,Regular,180,72,55,23,541,60,150
13,2010-03-01,Nevada,Small Market,Tea,Regular,32,245,127,93,2449,160,0
5,2010-03-01,Nevada,Small Market,Espresso,Regular,45,18,17,5,816,10,40
6,2010-03-01,Nevada,Small Market,Espresso,Decaf,41,16,15,4,772,10,30
8,2010-03-01,Nevada,Small Market,Herbal Tea,Decaf,298,125,146,113,700,100,260
4,2010-03-01,Nevada,Small Market,Espresso,Regular,43,0,12,0,731,0,40
2,2010-03-01,Utah,Small Market,Coffee,Regular,124,53,45,17,299,60,150
5,2010-03-01,Utah,Small Market,Espresso,Regular,110,48,28,15,611,40,100
10,2010-03-01,Utah,Small Market,Herbal Tea,Decaf,106,88,50,27,715,70,90
11,2010-03-01,Utah,Small Market,Tea,Regular,107,44,70,40,251,20,70
13,2010-03-01,Florida,Major Market,Tea,Regular,121,49,25,13,767,50,130
10,2010-03-01,Florida,Major Market,Herbal Tea,Decaf,155,71,44,22,950,50,120
11,2010-03-01,Illinois,Major Market,Tea,Regular,198,81,33,22,441,60,170
8,2010-03-01,Missouri,Small Market,Herbal Tea,Decaf,107,44,69,40,251,30,90
13,2010-03-01,Massachusetts,Major Market,Tea,Regular,53,21,17,5,449,20,50
13,2010-03-01,Connecticut,Small Market,Tea,Regular,62,25,19,7,769,20,60
5,2010-03-01,Connecticut,Small Market,Espresso,Regular,150,63,87,57,506,60,140
6,2010-03-01,Connecticut,Small Market,Espresso,Decaf,124,53,45,17,299,50,120
8,2010-03-01,Florida,Major Market,Herbal Tea,Decaf,112,49,28,16,611,30,80
11,2010-03-01,Florida,Major Market,Tea,Regular,81,33,21,9,813,30,80
10,2010-03-01,New York,Major Market,Herbal Tea,Decaf,182,214,87,66,1480,160,140
6,2010-03-01,California,Major Market,Espresso,Decaf,567,243,113,80,1260,230,540
2,2010-03-01,Oklahoma,Small Market,Coffee,Regular,98,43,26,14,613,50,120
5,2010-03-01,Oklahoma,Small Market,Espresso,Regular,53,21,17,5,449,10,40
12,2010-03-01,Wisconsin,Small Market,Tea,Regular,150,63,86,57,506,50,130
1,2010-03-01,California,Major Market,Coffee,Regular,125,109,57,34,796,130,150
5,2010-03-01,Texas,Major Market,Espresso,Regular,213,87,35,24,756,70,180
1,2010-03-01,Ohio,Major Market,Coffee,Regular,134,57,45,18,323,60,140
2,2010-03-01,Texas,Major Market,Coffee,Regular,467,214,87,66,923,260,580
5,2010-03-01,Florida,Major Market,Espresso,Regular,227,95,115,86,532,90,220
6,2010-03-01,Florida,Major Market,Espresso,Decaf,188,80,54,26,415,70,180
12,2010-03-01,California,Major Market,Tea,Regular,198,81,33,22,441,50,130
11,2010-03-01,Connecticut,Small Market,Tea,Regular,121,49,25,13,809,50,130
2,2010-03-01,Colorado,Major Market,Coffee,Regular,193,84,40,27,603,80,200
6,2010-03-01,Colorado,Major Market,Espresso,Decaf,180,72,54,23,541,80,210
9,2010-03-01,Colorado,Major Market,Herbal Tea,Decaf,125,52,77,47,421,40,110
11,2010-03-01,Colorado,Major Market,Tea,Regular,129,58,55,22,325,40,110
5,2010-03-01,Oregon,Small Market,Espresso,Regular,134,57,45,18,323,50,120
6,2010-03-01,Oregon,Small Market,Espresso,Decaf,325,162,69,45,1059,150,310
9,2010-03-01,Oregon,Small Market,Herbal Tea,Decaf,98,43,26,14,613,30,80
11,2010-03-01,Oregon,Small Market,Tea,Regular,53,21,16,5,449,10,30
6,2010-03-01,Texas,Major Market,Espresso,Decaf,198,81,33,22,441,60,170
2,2010-03-01,Massachusetts,Major Market,Coffee,Regular,492,72,54,23,-54,60,460
11,2010-03-01,Massachusetts,Major Market,Tea,Regular,79,32,19,8,813,30,80
2,2010-04-01,Connecticut,Small Market,Coffee,Regular,292,116,69,38,962,110,270
11,2010-04-01,Connecticut,Small Market,Tea,Regular,115,47,25,13,821,40,120
3,2010-04-01,Washington,Small Market,Coffee,Decaf,227,95,115,86,554,110,280
6,2010-04-01,Washington,Small Market,Espresso,Decaf,151,69,43,21,965,60,140
4,2010-04-01,Washington,Small Market,Espresso,Regular,103,45,26,14,605,40,90
2,2010-04-01,California,Major Market,Coffee,Regular,712,284,152,99,2108,350,890
13,2010-04-01,New York,Major Market,Tea,Regular,198,81,34,22,460,80,210
8,2010-04-01,Ohio,Major Market,Herbal Tea,Decaf,53,21,16,5,454,10,40
2,2010-04-01,Illinois,Major Market,Coffee,Regular,456,191,109,63,865,200,470
5,2010-04-01,Illinois,Major Market,Espresso,Regular,587,252,115,83,1316,290,690
6,2010-04-01,Illinois,Major Market,Espresso,Decaf,478,239,90,66,1464,270,560
8,2010-04-01,Illinois,Major Market,Herbal Tea,Decaf,223,91,37,25,777,70,190
9,2010-04-01,Illinois,Major Market,Herbal Tea,Decaf,178,78,38,25,593,60,150
5,2010-04-01,Louisiana,Small Market,Espresso,Regular,133,49,39,15,342,40,110
6,2010-04-01,Louisiana,Small Market,Espresso,Decaf,114,46,37,14,388,30,90
13,2010-04-01,Washington,Small Market,Tea,Regular,150,63,87,57,521,40,100
5,2010-04-01,Washington,Small Market,Espresso,Regular,127,57,55,21,313,50,120
8,2010-04-01,Washington,Small Market,Herbal Tea,Decaf,292,116,70,38,962,90,250
11,2010-04-01,Washington,Small Market,Tea,Regular,133,49,39,15,342,30,90
12,2010-04-01,Washington,Small Market,Tea,Regular,114,46,38,14,388,30,70
8,2010-04-01,Wisconsin,Small Market,Herbal Tea,Decaf,133,49,38,15,342,40,110
11,2010-04-01,Wisconsin,Small Market,Tea,Regular,114,46,37,14,388,30,100
3,2010-04-01,Colorado,Major Market,Coffee,Decaf,245,100,40,28,822,100,250
13,2010-04-01,Colorado,Major Market,Tea,Regular,106,46,28,15,608,30,90
8,2010-04-01,Colorado,Major Market,Herbal Tea,Decaf,325,162,69,45,1091,130,280
11,2010-04-01,Colorado,Major Market,Tea,Regular,121,54,54,20,337,40,100
2,2010-04-01,Florida,Major Market,Coffee,Regular,222,88,61,29,653,80,210
8,2010-04-01,Florida,Major Market,Herbal Tea,Decaf,103,45,27,14,605,30,80
9,2010-04-01,Florida,Major Market,Herbal Tea,Decaf,127,57,55,21,313,40,90
3,2010-04-01,Illinois,Major Market,Coffee,Decaf,301,123,62,39,611,130,310
8,2010-04-01,Missouri,Small Market,Herbal Tea,Decaf,107,44,69,40,261,30,90
12,2010-04-01,Missouri,Small Market,Tea,Regular,65,29,45,11,169,20,50
3,2010-04-01,Louisiana,Small Market,Coffee,Decaf,121,49,24,13,779,60,150
3,2010-04-01,Iowa,Small Market,Coffee,Decaf,49,21,19,6,614,20,50
9,2010-04-01,Iowa,Small Market,Herbal Tea,Decaf,301,123,63,39,611,100,260
11,2010-04-01,Iowa,Small Market,Tea,Regular,478,239,91,66,1464,200,420
5,2010-04-01,Texas,Major Market,Espresso,Regular,223,91,36,25,777,70,190
9,2010-04-01,Texas,Major Market,Herbal Tea,Decaf,107,43,37,13,363,40,100
9,2010-04-01,Louisiana,Small Market,Herbal Tea,Decaf,178,80,63,30,494,70,170
7,2010-04-01,Massachusetts,Major Market,Espresso,Regular,325,162,69,45,1091,150,310
2,2010-04-01,Oklahoma,Small Market,Coffee,Regular,106,46,27,15,608,50,130
3,2010-04-01,Oklahoma,Small Market,Coffee,Decaf,75,30,20,8,820,30,90
9,2010-04-01,Oklahoma,Small Market,Herbal Tea,Decaf,227,95,116,86,554,90,220
8,2010-04-01,California,Major Market,Herbal Tea,Decaf,245,100,39,28,822,80,210
3,2010-04-01,Wisconsin,Small Market,Coffee,Decaf,195,83,54,27,433,80,200
12,2010-04-01,Wisconsin,Small Market,Tea,Regular,150,63,86,57,521,50,130
13,2010-04-01,California,Major Market,Tea,Regular,170,68,54,22,559,40,110
6,2010-04-01,Ohio,Major Market,Espresso,Decaf,121,54,54,20,337,60,140
1,2010-04-01,Utah,Small Market,Coffee,Regular,167,76,44,23,965,90,200
2,2010-04-01,Utah,Small Market,Coffee,Regular,119,51,43,16,311,60,140
3,2010-04-01,Utah,Small Market,Coffee,Decaf,178,80,64,30,494,100,220
13,2010-04-01,Utah,Small Market,Tea,Regular,65,29,44,11,169,10,40
6,2010-04-01,Utah,Small Market,Espresso,Decaf,115,47,25,13,821,40,110
8,2010-04-01,Utah,Small Market,Herbal Tea,Decaf,121,49,38,15,241,40,100
9,2010-04-01,Utah,Small Market,Herbal Tea,Decaf,125,50,47,16,372,40,110
10,2010-04-01,Utah,Small Market,Herbal Tea,Decaf,133,93,51,28,840,70,110
11,2010-04-01,Utah,Small Market,Tea,Regular,107,44,69,40,261,20,70
12,2010-04-01,Utah,Small Market,Tea,Regular,88,37,40,12,195,20,50
4,2010-04-01,Utah,Small Market,Espresso,Regular,112,45,24,12,777,40,100
13,2010-04-01,Connecticut,Small Market,Tea,Regular,62,25,19,7,775,20,60
6,2010-04-01,Connecticut,Small Market,Espresso,Decaf,119,51,44,16,311,40,110
2,2010-04-01,Oregon,Small Market,Coffee,Regular,119,49,62,16,399,60,140
3,2010-04-01,Oregon,Small Market,Coffee,Decaf,107,43,36,13,363,50,130
6,2010-04-01,Oregon,Small Market,Espresso,Decaf,325,162,70,45,1091,150,310
11,2010-04-01,Oregon,Small Market,Tea,Regular,53,21,17,5,454,10,30
2,2010-04-01,Louisiana,Small Market,Coffee,Regular,86,35,21,9,776,40,100
2,2010-04-01,New Mexico,Small Market,Coffee,Regular,125,50,48,16,372,60,150
3,2010-04-01,New Mexico,Small Market,Coffee,Decaf,133,93,51,28,840,110,160
